vendor_symbol,company_name,sector,industry,country,shares_outstanding,source
CHEF,"The Chefs' Warehouse, Inc.",Consumer Defensive,Food Distribution,United States,40796083.0,yfinance
CHGA,Change Agents Corporation,Real Estate,Real Estate Services,United States,13147651.0,yfinance
CHGG,"Chegg, Inc.",Consumer Defensive,Education & Training Services,United States,111958838.0,yfinance
CHH,"Choice Hotels International, Inc.",Consumer Cyclical,Lodging,United States,45495493.0,yfinance
CHKP,Check Point Software Technologies Ltd.,Technology,Software - Infrastructure,Israel,102100634.0,yfinance
CHMG,Chemung Financial Corporation,Financial Services,Banks - Regional,United States,4819820.0,yfinance
CHMI,Cherry Hill Mortgage Investment Corporation,Real Estate,REIT - Mortgage,United States,36739538.0,yfinance
CHNR,"China Natural Resources, Inc.",Basic Materials,Other Industrial Metals & Mining,China,1256388.0,yfinance
CHOW,ChowChow Cloud International Holdings Limited,Technology,Software - Infrastructure,Hong Kong,35490000.0,yfinance
CHPT,"ChargePoint Holdings, Inc.",Consumer Cyclical,Specialty Retail,United States,25897631.0,yfinance
CHR,"Cheer Holding, Inc.",Communication Services,Advertising Agencies,China,1845453.0,yfinance
CHRD,Chord Energy Corporation,Energy,Oil & Gas E&P,United States,56299183.0,yfinance
CHRN,ChronoScale Holdings Corporation,Technology,Information Technology Services,United States,145214825.0,yfinance
CHRS,"Coherus Oncology, Inc.",Healthcare,Biotechnology,United States,154249900.0,yfinance
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,United States,117873042.0,yfinance
CHSN,Chanson International Holding,Consumer Cyclical,Restaurants,China,2318379.0,yfinance
CHT,"Chunghwa Telecom Co., Ltd.",Communication Services,Telecom Services,Taiwan,775744655.0,yfinance
CHTR,"Charter Communications, Inc.",Communication Services,Telecom Services,United States,119277492.0,yfinance
CHWY,"Chewy, Inc.",Consumer Cyclical,Internet Retail,United States,232945978.0,yfinance
CHYM,"Chime Financial, Inc.",Technology,Software - Application,United States,348886850.0,yfinance
CI,The Cigna Group,Healthcare,Healthcare Plans,United States,264240486.0,yfinance
CIA,"Citizens, Inc.",Financial Services,Insurance - Life,United States,50553564.0,yfinance
CIEN,Ciena Corporation,Technology,Communication Equipment,United States,141552922.0,yfinance
CIFR,Cipher Digital Inc.,Technology,Information Technology Services,United States,409049197.0,yfinance
CIGI,Colliers International Group Inc.,Real Estate,Real Estate Services,Canada,49778127.0,yfinance
CIGL,Concorde International Group Ltd.,Industrials,Security & Protection Services,Singapore,206674356.0,yfinance
CIIT,"Tianci International, Inc.",Industrials,Integrated Freight & Logistics,Hong Kong,967390.0,yfinance
CIM,Chimera Investment Corporation,Real Estate,REIT - Mortgage,United States,83646018.0,yfinance
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,United States,153478045.0,yfinance
CING,Cingulate Inc.,Healthcare,Biotechnology,United States,13469036.0,yfinance
CINT,CI&T Inc.,Technology,Software - Infrastructure,Brazil,17922054.0,yfinance
CION,CION Investment Corporation,Financial Services,Asset Management,United States,49789210.0,yfinance
CIRC,"Circle8 Group, Inc.",Industrials,Staffing & Employment Services,United States,89963174.0,yfinance
CISO,CISO Global Inc.,Technology,Software - Infrastructure,United States,45313337.0,yfinance
CISS,C3is Inc.,Industrials,Marine Shipping,Greece,1483256.0,yfinance
CITR,CitroTech Inc.,,,United States,,yfinance
CIVB,"Civista Bancshares, Inc.",Financial Services,Banks - Regional,United States,20794238.0,yfinance
CIX,CompX International Inc.,Industrials,Security & Protection Services,United States,,yfinance
CJMB,Callan JMB Inc.,Industrials,Integrated Freight & Logistics,United States,5646118.0,yfinance
CKX,"CKX Lands, Inc.",Energy,Oil & Gas E&P,United States,2053129.0,yfinance
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,United States,,yfinance
CLAR,Clarus Corporation,Consumer Cyclical,Leisure,United States,38441486.0,yfinance
CLB,Core Laboratories Inc.,Energy,Oil & Gas Equipment & Services,United States,45884542.0,yfinance
CLBK,"Columbia Financial, Inc.",Financial Services,Banks - Regional,United States,104058235.0,yfinance
CLBT,Cellebrite DI Ltd.,Technology,Software - Infrastructure,Israel,249439817.0,yfinance
CLDI,"Calidi Biotherapeutics, Inc.",Healthcare,Biotechnology,United States,1206977.0,yfinance
CLDT,Chatham Lodging Trust,Real Estate,REIT - Hotel & Motel,United States,46681220.0,yfinance
CLDX,"Celldex Therapeutics, Inc.",Healthcare,Biotechnology,United States,78492072.0,yfinance
CLF,Cleveland-Cliffs Inc.,Basic Materials,Steel,United States,570540047.0,yfinance
CLFD,"Clearfield, Inc.",Technology,Communication Equipment,United States,13589460.0,yfinance
CLGN,CollPlant Biotechnologies Ltd.,Healthcare,Biotechnology,Israel,18908207.0,yfinance
CLH,"Clean Harbors, Inc.",Industrials,Waste Management,United States,52787248.0,yfinance
CLIK,Click Holdings Limited,Consumer Cyclical,Personal Services,Hong Kong,7435986.0,yfinance
CLIR,ClearSign Technologies Corporation,Industrials,Pollution & Treatment Controls,United States,6307455.0,yfinance
CLMB,"Climb Global Solutions, Inc.",Technology,Electronics & Computer Distribution,United States,18660639.0,yfinance
CLMT,"Calumet, Inc.",Basic Materials,Specialty Chemicals,United States,87147147.0,yfinance
CLNE,Clean Energy Fuels Corp.,Energy,Oil & Gas Refining & Marketing,United States,220224634.0,yfinance
CLNN,Clene Inc.,Consumer Defensive,Packaged Foods,United States,12778307.0,yfinance
CLOV,"Clover Health Investments, Corp.",Healthcare,Healthcare Plans,United States,430969398.0,yfinance
CLPR,Clipper Realty Inc.,Real Estate,REIT - Residential,United States,16157566.0,yfinance
CLPS,CLPS Incorporation,Technology,Information Technology Services,Hong Kong,29841828.0,yfinance
CLPT,"ClearPoint Neuro, Inc.",Healthcare,Medical Devices,United States,29989563.0,yfinance
CLRB,"Cellectar Biosciences, Inc.",Healthcare,Biotechnology,United States,7991812.0,yfinance
CLRO,"ClearOne, Inc.",Technology,Communication Equipment,United States,2675412.0,yfinance
CLS,"Celestica, Inc.",Technology,Electronic Components,Canada,114982086.0,yfinance
CLSK,"CleanSpark, Inc.",Financial Services,Capital Markets,United States,256608606.0,yfinance
CLST,"Catalyst Bancorp, Inc.",Financial Services,Banks - Regional,United States,4051896.0,yfinance
CLVT,Clarivate Plc,Technology,Information Technology Services,United Kingdom,639664003.0,yfinance
CLW,Clearwater Paper Corporation,Basic Materials,Paper & Paper Products,United States,16127764.0,yfinance
CLWT,Euro Tech Holdings Company Limited,Industrials,Pollution & Treatment Controls,Hong Kong,7411464.0,yfinance
CLX,Clorox Company (The),Consumer Defensive,Household & Personal Products,United States,,yfinance
CLYM,"Climb Bio, Inc.",Healthcare,Biotechnology,United States,57263023.0,yfinance
CM,Canadian Imperial Bank of Commerce,Financial Services,Banks - Diversified,Canada,912800674.0,yfinance
CMBT,Cmb.Tech NV,Energy,Oil & Gas Midstream,Belgium,290169769.0,yfinance
CMC,Commercial Metals Company,Industrials,Metal Fabrication,United States,,yfinance
CMCL,Caledonia Mining Corporation Plc,Basic Materials,Gold,Jersey,19313028.0,yfinance
CMCO,Columbus McKinnon Corporation,Industrials,Farm & Heavy Construction Machinery,United States,28832399.0,yfinance
CMCSA,Comcast Corporation,Communication Services,Telecom Services,United States,3539192198.0,yfinance
CMCT,Creative Media & Community Trust Corporation,Real Estate,REIT - Office,United States,2947837.0,yfinance
CMDB,Costamare Bulkers Holdings Limited,Industrials,Marine Shipping,Monaco,24240981.0,yfinance
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,United States,359576125.0,yfinance
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,United States,1267838000.0,yfinance
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,United States,137989067.0,yfinance
CMII,Columbus Circle Capital Corp II,Financial Services,Shell Companies,United States,23665000.0,yfinance
CMND,Clearmind Medicine Inc.,Healthcare,Biotechnology,Canada,1485551.0,yfinance
CMP,Compass Minerals Intl Inc,Basic Materials,Other Industrial Metals & Mining,United States,,yfinance
CMPR,Cimpress plc,Industrials,Specialty Business Services,Ireland,24232090.0,yfinance
CMPS,COMPASS Pathways plc,Healthcare,Medical Care Facilities,United Kingdom,134949320.0,yfinance
CMPX,"Compass Therapeutics, Inc.",Healthcare,Biotechnology,United States,180087915.0,yfinance
CMRC,"Commerce.com, Inc.",Technology,Software - Application,United States,82512244.0,yfinance
CMRE,Costamare Inc.,Industrials,Marine Shipping,Monaco,120738359.0,yfinance
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,United States,313577136.0,yfinance
CMT,"Core Molding Technologies, Inc.",Basic Materials,Specialty Chemicals,United States,8563299.0,yfinance
CMTG,"Claros Mortgage Trust, Inc.",Real Estate,REIT - Mortgage,United States,141084206.0,yfinance
CMTL,Comtech Telecommunications Corp.,Technology,Communication Equipment,United States,29961431.0,yfinance
CMTV,Community Bancorp,Financial Services,Banks - Regional,United States,5601858.0,yfinance
CNA,CNA Financial Corporation,Financial Services,Insurance - Property & Casualty,United States,,yfinance
CNC,Centene Corporation,Healthcare,Healthcare Plans,United States,493995000.0,yfinance
CNCK,Coincheck Group N.V.,Financial Services,Capital Markets,Netherlands,191520241.0,yfinance
CNDT,Conduent Incorporated,Technology,Information Technology Services,United States,155096814.0,yfinance
CNET,ZW Data Action Technologies Inc.,Communication Services,Advertising Agencies,Hong Kong,3668429.0,yfinance
CNEY,CN Energy Group. Inc.,Basic Materials,Specialty Chemicals,China,7567888.0,yfinance
CNH,CNH Industrial N.V.,Industrials,Farm & Heavy Construction Machinery,United Kingdom,1239950537.0,yfinance
CNI,Canadian National Railway Compa,Industrials,Railroads,Canada,604900000.0,yfinance
CNK,Cinemark Holdings Inc Cinemark ,Communication Services,Entertainment,United States,115911855.0,yfinance
CNL,Collective Mining Ltd.,Basic Materials,Gold,United States,92739507.0,yfinance
CNM,"Core & Main, Inc.",Industrials,Industrial Distribution,United States,187192831.0,yfinance
CNMD,CONMED Corporation,Healthcare,Medical Devices,United States,29951248.0,yfinance
CNNE,"Cannae Holdings, Inc.",Consumer Cyclical,Restaurants,United States,43940506.0,yfinance
CNO,"CNO Financial Group, Inc.",Financial Services,Insurance - Life,United States,,yfinance
CNOB,"ConnectOne Bancorp, Inc.",Financial Services,Banks - Regional,United States,50288494.0,yfinance
CNP,"CenterPoint Energy, Inc.",Utilities,Utilities - Regulated Electric,United States,658720288.0,yfinance
CNQ,Canadian Natural Resources Limited,Energy,Oil & Gas E&P,Canada,2085710000.0,yfinance
CNR,"Core Natural Resources, Inc.",Energy,Thermal Coal,United States,50407610.0,yfinance
CNS,Cohen & Steers Inc,Financial Services,Asset Management,United States,,yfinance
CNSP,"CNS Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,1461449.0,yfinance
CNTB,Connect Biopharma Holdings Limited,Healthcare,Biotechnology,United States,62963853.0,yfinance
CNTN,"Canton Strategic Holdings, Inc.",Healthcare,Biotechnology,United States,77122584.0,yfinance
CNTX,Context Therapeutics Inc.,Healthcare,Biotechnology,United States,91879177.0,yfinance
CNTY,"Century Casinos, Inc.",Consumer Cyclical,Resorts & Casinos,United States,28133538.0,yfinance
CNVS,Cineverse Corp.,Communication Services,Entertainment,United States,23417021.0,yfinance
CNX,CNX Resources Corporation,Energy,Oil & Gas E&P,United States,147943637.0,yfinance
CNXC,Concentrix Corporation,Technology,Information Technology Services,United States,61018350.0,yfinance
CNXN,"PC Connection, Inc.",Technology,Electronics & Computer Distribution,United States,25238099.0,yfinance
COAG,"Hemab Therapeutics Holdings, Inc.",Healthcare,Biotechnology,United States,46705410.0,yfinance
COCH,"Envoy Medical, Inc.",Healthcare,Medical Devices,United States,77021110.0,yfinance
COCO,"The Vita Coco Company, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,United States,57864153.0,yfinance
COCP,"Cocrystal Pharma, Inc.",Healthcare,Biotechnology,United States,13787453.0,yfinance
CODA,"Coda Octopus Group, Inc.",Industrials,Aerospace & Defense,United States,11280754.0,yfinance
CODI,Compass Diversified,Industrials,Conglomerates,United States,75235966.0,yfinance
CODX,"Co-Diagnostics, Inc.",Healthcare,Medical Devices,United States,3685314.0,yfinance
COF,Capital One Financial Corporation,Financial Services,Credit Services,United States,613484836.0,yfinance
COFS,"ChoiceOne Financial Services, Inc.",Financial Services,Banks - Regional,United States,14950472.0,yfinance
COGT,"Cogent Biosciences, Inc.",Healthcare,Biotechnology,United States,170868004.0,yfinance
COHN,Cohen & Company Inc.,Financial Services,Capital Markets,United States,2510655.0,yfinance
COHR,Coherent Corp.,Technology,Scientific & Technical Instruments,United States,195639321.0,yfinance
COHU,"Cohu, Inc.",Technology,Semiconductor Equipment & Materials,United States,47175347.0,yfinance
COIN,"Coinbase Global, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,222803032.0,yfinance
COKE,"Coca-Cola Consolidated, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,United States,56517334.0,yfinance
COLB,"Columbia Banking System, Inc.",Financial Services,Banks - Regional,United States,282817000.0,yfinance
COLD,"Americold Realty Trust, Inc.",Real Estate,REIT - Industrial,United States,285306052.0,yfinance
COLL,"Collegium Pharmaceutical, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,32433779.0,yfinance
COLM,Columbia Sportswear Company,Consumer Cyclical,Apparel Manufacturing,United States,51140792.0,yfinance
COMP,"Compass, Inc.",Real Estate,Real Estate Services,United States,737030612.0,yfinance
CON,"Concentra Group Holdings Parent, Inc.",Healthcare,Medical Care Facilities,United States,127961780.0,yfinance
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,United States,,yfinance
COOK,"Traeger, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,2781807.0,yfinance
COOT,Australian Oilseeds Holdings Limited,Consumer Defensive,Packaged Foods,Australia,30068604.0,yfinance
COP,ConocoPhillips,Energy,Oil & Gas E&P,United States,1218294007.0,yfinance
COR,"Cencora, Inc.",Healthcare,Medical Distribution,United States,194561060.0,yfinance
CORT,Corcept Therapeutics Incorporated,Healthcare,Biotechnology,United States,108098397.0,yfinance
CORZ,"Core Scientific, Inc.",Technology,Software - Infrastructure,United States,321340441.0,yfinance
COSM,Cosmos Health Inc.,Healthcare,Medical Distribution,Greece,62078397.0,yfinance
COSO,"CoastalSouth Bancshares, Inc.",Financial Services,Banks - Regional,United States,12003040.0,yfinance
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,United States,443478804.0,yfinance
COTY,Coty Inc.,Consumer Defensive,Household & Personal Products,United States,880466438.0,yfinance
COUR,"Coursera, Inc.",Consumer Defensive,Education & Training Services,United States,286358632.0,yfinance
COYA,"Coya Therapeutics, Inc.",Healthcare,Biotechnology,United States,23457183.0,yfinance
CP,Canadian Pacific Kansas City Limited,Industrials,Railroads,Canada,879079224.0,yfinance
CPA,"Copa Holdings, S.A.",Industrials,Airlines,Panama,29861335.0,yfinance
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,United States,65361919.0,yfinance
CPB,The Campbell's Company,Consumer Defensive,Packaged Foods,United States,,yfinance
CPBI,"Central Plains Bancshares, Inc.",Financial Services,Banks - Regional,United States,4182777.0,yfinance
CPF,Central Pacific Financial Corp ,Financial Services,Banks - Regional,United States,25806418.0,yfinance
CPHC,Canterbury Park Holding Corporation,Consumer Cyclical,Resorts & Casinos,United States,5150334.0,yfinance
CPHI,"China Pharma Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,China,40522002.0,yfinance
CPIX,Cumberland Pharmaceuticals Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,United States,14983107.0,yfinance
CPK,Chesapeake Utilities Corporation,Utilities,Utilities - Regulated Gas,United States,24004761.0,yfinance
CPNG,"Coupang, Inc.",Consumer Cyclical,Internet Retail,United States,1637261211.0,yfinance
CPOP,"Pop Culture Group Co., Ltd",Communication Services,Entertainment,China,11381074.0,yfinance
CPRI,Capri Holdings Limited,Consumer Cyclical,Luxury Goods,United Kingdom,114796106.0,yfinance
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,United States,925811482.0,yfinance
CPS,Cooper-Standard Holdings Inc.,Consumer Cyclical,Auto Parts,United States,17755284.0,yfinance
CPSH,CPS Technologies Corporation,Technology,Electronic Components,United States,19268448.0,yfinance
CPSS,"Consumer Portfolio Services, Inc.",Financial Services,Credit Services,United States,21698565.0,yfinance
CPT,Camden Property Trust,Real Estate,REIT - Residential,United States,,yfinance
CR,Crane Company,Industrials,Specialty Industrial Machinery,United States,,yfinance
CRAI,"CRA International, Inc.",Industrials,Consulting Services,United States,6463871.0,yfinance
CRBG,"Corebridge Financial, Inc.",Financial Services,Asset Management,United States,450486542.0,yfinance
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Healthcare,Biotechnology,United States,18527795.0,yfinance
CRBU,"Caribou Biosciences, Inc.",Healthcare,Biotechnology,United States,99180575.0,yfinance
CRC,California Resources Corporation,Energy,Oil & Gas E&P,United States,88794901.0,yfinance
CRCL,Circle Internet Group,Financial Services,Capital Markets,United States,229857799.0,yfinance
CRCT,"Cricut, Inc.",Technology,Computer Hardware,United States,55019004.0,yfinance
CRD-A,Crawford & Company,Financial Services,Insurance Brokers,United States,29794665.0,yfinance
CRD-B,Crawford & Company,Financial Services,Insurance Brokers,United States,18946274.0,yfinance
CRDF,"Cardiff Oncology, Inc.",Healthcare,Biotechnology,United States,77795248.0,yfinance
CRDL,Cardiol Therapeutics Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,115272240.0,yfinance
CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors,Cayman Islands,186477898.0,yfinance
CRE,Cre8 Enterprise Limited,Industrials,Specialty Business Services,Hong Kong,1638985.0,yfinance
CREX,"Creative Realities, Inc.",Technology,Software - Application,United States,13097892.0,yfinance
CRGO,Freightos Limited,Industrials,Integrated Freight & Logistics,Spain,51683498.0,yfinance
CRGY,Crescent Energy Company,Energy,Oil & Gas E&P,United States,330251628.0,yfinance
CRH,CRH PLC,Basic Materials,Building Materials,Ireland,665284511.0,yfinance
CRI,"Carter's, Inc.",Consumer Cyclical,Apparel Retail,United States,,yfinance
CRIS,"Curis, Inc.",Healthcare,Biotechnology,United States,1948934.0,yfinance
CRK,"Comstock Resources, Inc.",Energy,Oil & Gas E&P,United States,293620548.0,yfinance
CRL,Charles River Laboratories Inte,Healthcare,Diagnostics & Research,United States,,yfinance
CRM,"Salesforce, Inc.",Technology,Software - Application,United States,,yfinance
CRMD,CorMedix Inc.,Healthcare,Biotechnology,United States,78451891.0,yfinance
CRML,Critical Metals Corp.,Basic Materials,Other Industrial Metals & Mining,United States,146888753.0,yfinance
CRMT,"America's Car-Mart, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,8327329.0,yfinance
CRNC,Cerence Inc.,Technology,Software - Application,United States,45187809.0,yfinance
CRNT,Ceragon Networks Ltd.,Technology,Communication Equipment,Israel,90893695.0,yfinance
CRNX,"Crinetics Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,105840233.0,yfinance
CRON,Cronos Group Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,373662039.0,yfinance
CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,United States,47945075.0,yfinance
CRS,Carpenter Technology Corporatio,Industrials,Metal Fabrication,United States,,yfinance
CRSP,CRISPR Therapeutics AG,Healthcare,Biotechnology,Switzerland,98484128.0,yfinance
CRSR,"Corsair Gaming, Inc.",Technology,Computer Hardware,United States,106882211.0,yfinance
CRT,Cross Timbers Royalty Trust,Energy,Oil & Gas E&P,United States,6000000.0,yfinance
CRTO,Criteo S.A.,Communication Services,Advertising Agencies,France,50244527.0,yfinance
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,United States,50452718.0,yfinance
CRVL,CorVel Corporation,Financial Services,Insurance Brokers,United States,51009059.0,yfinance
CRVO,CervoMed Inc.,Healthcare,Biotechnology,United States,9258719.0,yfinance
CRVS,"Corvus Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,84090424.0,yfinance
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,United States,1018259280.0,yfinance
CRWS,"Crown Crafts, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,10760287.0,yfinance
CRWV,"CoreWeave, Inc.",Technology,Software - Infrastructure,United States,447573939.0,yfinance
CSAI,Cloudastructure Inc.,Technology,Software - Infrastructure,United States,833075.0,yfinance
CSAN,Cosan S.A.,Energy,Oil & Gas Refining & Marketing,Brazil,986091616.0,yfinance
CSBR,"Champions Oncology, Inc.",Healthcare,Biotechnology,United States,13893569.0,yfinance
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,United States,3941434665.0,yfinance
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,United States,405197588.0,yfinance
CSHR,CoinShares PLC,Financial Services,Capital Markets,Jersey,131780209.0,yfinance
CSIQ,Canadian Solar Inc.,Technology,Solar,Canada,67896749.0,yfinance
CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,United States,39714133.0,yfinance
CSPI,CSP Inc.,Technology,Information Technology Services,United States,10071847.0,yfinance
CSR,Centerspace,Real Estate,REIT - Residential,United States,16803148.0,yfinance
CSTE,Caesarstone Ltd.,Industrials,Building Products & Equipment,Israel,34577075.0,yfinance
CSTL,"Castle Biosciences, Inc.",Healthcare,Diagnostics & Research,United States,30549507.0,yfinance
CSTM,Constellium SE,Basic Materials,Aluminum,France,135527728.0,yfinance
CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,United States,,yfinance
CSW,"CSW Industrials, Inc.",Industrials,Specialty Industrial Machinery,United States,16293487.0,yfinance
CSWC,Capital Southwest Corporation,Financial Services,Asset Management,United States,62140726.0,yfinance
CSX,CSX Corporation,Industrials,Railroads,United States,1852474917.0,yfinance
CTAS,Cintas Corporation,Industrials,Specialty Business Services,United States,400169561.0,yfinance
CTBI,"Community Trust Bancorp, Inc.",Financial Services,Banks - Regional,United States,18163721.0,yfinance
CTEV,Claritev Corporation,Healthcare,Health Information Services,United States,17047789.0,yfinance
CTGO,Contango Silver & Gold Inc.,Basic Materials,Gold,United States,33497520.0,yfinance
CTKB,"Cytek Biosciences, Inc.",Healthcare,Medical Devices,United States,129142587.0,yfinance
CTM,"Castellum, Inc.",Technology,Information Technology Services,United States,94698939.0,yfinance
CTMX,"CytomX Therapeutics, Inc.",Healthcare,Biotechnology,United States,217702919.0,yfinance
CTNM,"Contineum Therapeutics, Inc.",Healthcare,Biotechnology,United States,32958632.0,yfinance
CTNT,Cheetah Net Supply Chain Service Inc.,Industrials,Integrated Freight & Logistics,United States,2955935.0,yfinance
CTO,"CTO Realty Growth, Inc.",Real Estate,REIT - Diversified,United States,37485454.0,yfinance
CTOR,"Citius Oncology, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,92981204.0,yfinance
CTOS,"Custom Truck One Source, Inc.",Industrials,Rental & Leasing Services,United States,227432821.0,yfinance
CTRE,"CareTrust REIT, Inc.",Real Estate,REIT - Healthcare Facilities,United States,236240235.0,yfinance
CTRI,"Centuri Holdings, Inc.",Utilities,Utilities - Regulated Gas,United States,100934662.0,yfinance
CTRM,Castor Maritime Inc.,Industrials,Marine Shipping,Cyprus,9662354.0,yfinance
CTRN,"Citi Trends, Inc.",Consumer Cyclical,Apparel Retail,United States,8329848.0,yfinance
CTS,CTS Corporation,Technology,Electronic Components,United States,28556195.0,yfinance
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,United States,450444209.0,yfinance
CTSO,Cytosorbents Corporation,Healthcare,Medical Devices,United States,62842748.0,yfinance
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,United States,668820000.0,yfinance
CTW,CTW,Communication Services,Electronic Gaming & Multimedia,Japan,50400000.0,yfinance
CTXR,"Citius Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,27452570.0,yfinance
CUB,Lionheart Holdings,Financial Services,Shell Companies,United States,21496164.0,yfinance
CUBE,CubeSmart,Real Estate,REIT - Industrial,United States,,yfinance
CUBI,"Customers Bancorp, Inc.",Financial Services,Banks - Regional,United States,33825088.0,yfinance
CUE,"Cue Biopharma, Inc.",Healthcare,Biotechnology,United States,4200343.0,yfinance
CULP,"Culp, Inc.",Consumer Cyclical,Textile Manufacturing,United States,12662784.0,yfinance
CUPR,Cuprina Holdings (Cayman) Limited,Healthcare,Medical Instruments & Supplies,Singapore,920625.0,yfinance
CURB,Curbline Properties Corp.,Real Estate,REIT - Retail,United States,115038025.0,yfinance
CURI,CuriosityStream Inc.,Communication Services,Broadcasting,United States,59287600.0,yfinance
CURR,CURRENC Group Inc.,Technology,Software - Application,Singapore,112281885.0,yfinance
CURV,Torrid Holdings Inc.,Consumer Cyclical,Apparel Retail,United States,99520381.0,yfinance
CURX,Curanex Pharmaceuticals Inc,Healthcare,Biotechnology,United States,28340812.0,yfinance
CUZ,Cousins Properties Incorporated,Real Estate,REIT - Office,United States,164602058.0,yfinance
CV,"CapsoVision, Inc.",Healthcare,Medical Devices,United States,49963586.0,yfinance
CVBF,CVB Financial Corp.,Financial Services,Banks - Regional,United States,176247135.0,yfinance
CVCO,"Cavco Industries, Inc.",Consumer Cyclical,Residential Construction,United States,7707531.0,yfinance
CVE,Cenovus Energy Inc,Energy,Oil & Gas Integrated,Canada,1844245000.0,yfinance
CVEO,Civeo Corporation,Consumer Cyclical,Lodging,United States,10943296.0,yfinance
CVGI,"Commercial Vehicle Group, Inc.",Consumer Cyclical,Auto Parts,United States,33943864.0,yfinance
CVI,"CVR Energy, Inc.",Energy,Oil & Gas Refining & Marketing,United States,100530599.0,yfinance
CVKD,"Cadrenal Therapeutics, Inc.",Healthcare,Biotechnology,United States,3098592.0,yfinance
CVLG,"Covenant Logistics Group, Inc.",Industrials,Trucking,United States,20470989.0,yfinance
CVLT,"Commvault Systems, Inc.",Technology,Software - Application,United States,41444564.0,yfinance
CVM,CEL-SCI Corporation,Healthcare,Biotechnology,United States,17477144.0,yfinance
CVNA,Carvana Co.,Consumer Cyclical,Auto & Truck Dealerships,United States,718978000.0,yfinance
CVR,Chicago Rivet & Machine Co.,Industrials,Tools & Accessories,United States,966132.0,yfinance
CVRX,"CVRx, Inc.",Healthcare,Medical Devices,United States,26535944.0,yfinance
CVS,CVS Health Corporation,Healthcare,Healthcare Plans,United States,1275927307.0,yfinance
CVSA,Covista Inc.,Consumer Defensive,Education & Training Services,United States,34030887.0,yfinance
CVU,"CPI Aerostructures, Inc.",Industrials,Aerospace & Defense,United States,,yfinance
CVV,CVD Equipment Corporation,Industrials,Specialty Industrial Machinery,United States,,yfinance
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,United States,1991597732.0,yfinance
CWBC,Community West Bancshares,Financial Services,Banks - Regional,United States,27134206.0,yfinance
CWCO,Consolidated Water Co. Ltd.,Utilities,Utilities - Regulated Water,Cayman Islands,16000190.0,yfinance
CWD,CaliberCos Inc.,Financial Services,Asset Management,United States,8469402.0,yfinance
CWEN,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,United States,121168025.0,yfinance
CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,63828000.0,yfinance
CWK,Cushman & Wakefield Limited,Real Estate,Real Estate Services,United States,234300505.0,yfinance
CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management,United States,62621741.0,yfinance
CWT,California Water Service Group,Utilities,Utilities - Regulated Water,United States,61839101.0,yfinance
CX,"Cemex, S.A.B. de C.V. Sponsored",Basic Materials,Building Materials,Mexico,,yfinance
CXAI,CXApp Inc.,Technology,Software - Application,United States,109086651.0,yfinance
